URL,Name,Height,Weight,Reach,Stance,DOB
http://ufcstats.com/fighter-details/3cf18e01cb6cbde3,Sumudaerji,"5' 8""",125 lbs.,"72""",Southpaw,"Jan 20, 1996"
http://ufcstats.com/fighter-details/6b453bc35a823c3f,Jack Della Maddalena,"5' 11""",170 lbs.,"73""",Switch,"Sep 10, 1996"
http://ufcstats.com/fighter-details/9c442aaf149ea982,Shauna Bannon,"5' 5""",115 lbs.,"65""",Switch,"Oct 23, 1993"
http://ufcstats.com/fighter-details/2e45d08b3f2f02c8,Malcolm Wellmaker,"5' 10""",135 lbs.,"71""",Switch,"Jun 04, 1994"
http://ufcstats.com/fighter-details/b9706f80d005036c,Ketlen Vieira,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991"
http://ufcstats.com/fighter-details/b62d5280966b2460,Clayton Carpenter,"5' 6""",125 lbs.,"66""",Orthodox,"Jun 09, 1996"
http://ufcstats.com/fighter-details/0fd5f4b838e890cc,Said Nurmagomedov,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992"
http://ufcstats.com/fighter-details/c58f51dedb310998,Michael Chiesa,"6' 1""",170 lbs.,"75""",Southpaw,"Dec 07, 1987"
http://ufcstats.com/fighter-details/95aff2fd8d09a5f0,Abdul Rakhman Yakhyaev,"6' 2""",205 lbs.,"78""",Orthodox,"Jan 03, 2001"
http://ufcstats.com/fighter-details/b08012bbe542592a,Tatiana Suarez,"5' 5""",115 lbs.,"66""",Southpaw,"Dec 19, 1990"
http://ufcstats.com/fighter-details/31dbfbe4e7a6727c,Trey Waters,"6' 5""",170 lbs.,"77""",Orthodox,"Feb 21, 1995"
http://ufcstats.com/fighter-details/a474aade8eb3a8f0,SuYoung You,"5' 6""",135 lbs.,"65""",Orthodox,"Dec 11, 1995"
http://ufcstats.com/fighter-details/e0d3d9b564f95635,Lucas Rocha,"5' 3""",125 lbs.,"64""",Orthodox,"Aug 12, 2000"
http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,Ibo Aslan,"6' 3""",205 lbs.,"77""",Orthodox,"Apr 23, 1996"
http://ufcstats.com/fighter-details/70380ccdc81915b8,Yadier del Valle,"5' 9""",145 lbs.,"69""",Southpaw,"Jul 29, 1996"
http://ufcstats.com/fighter-details/07047eb7d17fb0a2,Daria Zhelezniakova,"5' 9""",135 lbs.,"68""",Orthodox,"Jan 23, 1996"
http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6,Daniel Rodriguez,"6' 1""",170 lbs.,"74""",Southpaw,"Dec 31, 1986"
http://ufcstats.com/fighter-details/4d8fa64202cee4c1,Jalin Turner,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995"
http://ufcstats.com/fighter-details/b997be68943010fc,Geoff Neal,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990"
http://ufcstats.com/fighter-details/86bace9e4ad85542,Xiao Long,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 13, 1998"
http://ufcstats.com/fighter-details/2caf993f53541fa1,Andreas Gustafsson,"6' 1""",170 lbs.,"73""",Orthodox,"Feb 20, 1991"
http://ufcstats.com/fighter-details/700a674c042b7a96,Cody Gibson,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 11, 1987"
http://ufcstats.com/fighter-details/34b96d52db1d26e6,Kevin Borjas,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 06, 1997"
http://ufcstats.com/fighter-details/a0f0004aadf10b71,Alexandre Pantoja,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 16, 1990"
http://ufcstats.com/fighter-details/17734443a833cdf7,Quillan Salkilld,"6' 0""",155 lbs.,"75""",Orthodox,"Dec 28, 1999"
http://ufcstats.com/fighter-details/7eaa5e31c2dd86aa,Nick Klein,"6' 1""",185 lbs.,"77""",Orthodox,"Sep 08, 1995"
http://ufcstats.com/fighter-details/ad5cb64af10fc946,Donte Johnson,"5' 8""",185 lbs.,"74""",Southpaw,"Jan 25, 1999"
http://ufcstats.com/fighter-details/40a456a25d52ee65,Rolando Bedoya,"5' 11""",155 lbs.,"74""",Orthodox,"Jan 13, 1997"
http://ufcstats.com/fighter-details/971246648e162f0d,Chase Hooper,"6' 1""",155 lbs.,"74""",Southpaw,"Sep 13, 1999"
http://ufcstats.com/fighter-details/b8bbdeff718dbb7d,Pat Sabatini,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 09, 1990"
http://ufcstats.com/fighter-details/70dd69b6a703257e,Daniil Donchenko,"5' 11""",170 lbs.,"71""",Orthodox,"Aug 04, 2001"
http://ufcstats.com/fighter-details/34ff304266360297,Manon Fiorot,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 17, 1990"
http://ufcstats.com/fighter-details/01641ba5df0c69b0,Gabriel Bonfim,"6' 1""",170 lbs.,"72""",Orthodox,"Aug 20, 1997"
http://ufcstats.com/fighter-details/2c483cf443f38ece,Vanessa Demopoulos,"5' 2""",125 lbs.,"59""",Orthodox,"Sep 22, 1988"
http://ufcstats.com/fighter-details/442c9011034ae1fd,Ian Machado Garry,"6' 3""",170 lbs.,"74""",Orthodox,"Nov 17, 1997"
http://ufcstats.com/fighter-details/b1e5bcaad32a3cac,Priscila Cachoeira,"5' 7""",135 lbs.,"65""",Orthodox,"Aug 19, 1988"
http://ufcstats.com/fighter-details/45f0cc9d18f35137,Chris Gutierrez,"5' 9""",135 lbs.,"67""",Orthodox,"Apr 22, 1991"
http://ufcstats.com/fighter-details/88be62d6c1e6dadb,Jose Ochoa,"5' 7""",125 lbs.,"67""",Southpaw,"Dec 31, 2000"
http://ufcstats.com/fighter-details/c32aeb1a59e6272d,Michael Morales,"6' 0""",170 lbs.,"79""",Orthodox,"Jun 24, 1999"
http://ufcstats.com/fighter-details/6c3b2525436cf5d4,Tom Nolan,"6' 3""",155 lbs.,"73""",Southpaw,"Mar 08, 2000"
http://ufcstats.com/fighter-details/279566840aa55bf2,Alexander Volkov,"6' 7""",261 lbs.,"80""",Orthodox,"Oct 24, 1988"
http://ufcstats.com/fighter-details/4bdedbdeedff7d1d,Bolaji Oki,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 15, 1995"
http://ufcstats.com/fighter-details/a9da3158dd2c2b5a,Jack Jenkins,"5' 7""",145 lbs.,"68""",Switch,"Nov 03, 1993"
http://ufcstats.com/fighter-details/3e8118c1ab52f211,Tuco Tokkos,"6' 4""",205 lbs.,"76""",Orthodox,"Jun 30, 1990"
http://ufcstats.com/fighter-details/faf317c665546a36,Santiago Luna,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 06, 2004"
http://ufcstats.com/fighter-details/64ad3e3b0efa30bb,Ivan Erslan,"6' 2""",205 lbs.,"72""",Orthodox,"Nov 15, 1991"
http://ufcstats.com/fighter-details/53c10176e3bc7416,Felipe Bunes,"5' 7""",125 lbs.,"69""",Orthodox,"Oct 29, 1989"
http://ufcstats.com/fighter-details/ba15006c804a8de0,Guilherme Pat,"6' 6""",265 lbs.,"81""",Orthodox,"Apr 20, 1994"
http://ufcstats.com/fighter-details/da22387a0407a2dc,Da'Mon Blackshear,"5' 10""",135 lbs.,"72""",Switch,"Aug 12, 1994"
http://ufcstats.com/fighter-details/8c1ca54b5089d199,Maheshate,"6' 0""",155 lbs.,"71""",Orthodox,"Dec 01, 1999"
http://ufcstats.com/fighter-details/2fe9032955c2e013,Joseph Morales,"5' 6""",125 lbs.,"69""",Switch,"Aug 22, 1994"
http://ufcstats.com/fighter-details/147e70aa6cc48cfc,Tresean Gore,"6' 0""",185 lbs.,"75""",Switch,"Jun 21, 1994"
http://ufcstats.com/fighter-details/6370c1c1e12723d5,Marcin Prachnio,"6' 3""",205 lbs.,"73""",Orthodox,"Jul 14, 1988"
http://ufcstats.com/fighter-details/029eaff01e6bb8f0,Dustin Poirier,"5' 9""",155 lbs.,"72""",Southpaw,"Jan 19, 1989"
http://ufcstats.com/fighter-details/2cfba6c837c03ed0,Patchy Mix,"5' 11""",135 lbs.,"70""",Southpaw,"Aug 16, 1993"
http://ufcstats.com/fighter-details/745fa7b605f8e2da,Fatima Kline,"5' 6""",115 lbs.,"67""",Orthodox,"Jul 12, 2000"
http://ufcstats.com/fighter-details/eb393afdbe3293d5,Ismael Bonfim,"5' 8""",155 lbs.,"71""",Orthodox,"Dec 28, 1995"
http://ufcstats.com/fighter-details/f1fac969a1d70b08,Leon Edwards,"6' 2""",170 lbs.,"74""",Southpaw,"Aug 25, 1991"
http://ufcstats.com/fighter-details/b67d6bacc68d4c92,Daniel Santos,"5' 7""",145 lbs.,"67""",Orthodox,"Mar 12, 1995"
http://ufcstats.com/fighter-details/5d8006587d6a6711,Isaac Thomson,"5' 10""",145 lbs.,"69""",,"May 03, 2002"
http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983"
http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,Ryan Spann,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991"
http://ufcstats.com/fighter-details/2997e7fe3c9d3d4a,Wang Cong,"5' 6""",125 lbs.,"66""",Southpaw,"May 15, 1992"
http://ufcstats.com/fighter-details/749f572d1d3161fb,Khalil Rountree Jr.,"6' 1""",205 lbs.,"76""",Southpaw,"Feb 26, 1990"
http://ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983"
http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,Dusko Todorovic,"6' 1""",185 lbs.,"74""",Orthodox,"May 19, 1994"
http://ufcstats.com/fighter-details/d33da8a3d82bdb62,Kai Asakura,"5' 8""",125 lbs.,"69""",Orthodox,"Oct 31, 1993"
http://ufcstats.com/fighter-details/bb2c3c3a466224af,Lone'er Kavanagh,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 09, 1999"
http://ufcstats.com/fighter-details/c0ac37a4a1133da9,Marcus McGhee,"5' 8""",135 lbs.,"69""",Orthodox,"May 07, 1990"
http://ufcstats.com/fighter-details/4e30e4250cb08b61,Loma Lookboonmee,"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996"
http://ufcstats.com/fighter-details/32ab52e5de93092d,Steve Erceg,"5' 8""",125 lbs.,"68""",Orthodox,"Jul 27, 1995"
http://ufcstats.com/fighter-details/d8c7c61b176e3994,Cody Garbrandt,"5' 8""",135 lbs.,"65""",Orthodox,"Jul 07, 1991"
http://ufcstats.com/fighter-details/1ebe20ebbfa15e29,Zhang Weili,"5' 4""",115 lbs.,"63""",Switch,"Aug 13, 1989"
http://ufcstats.com/fighter-details/17e97649403ba428,Joshua Van,"5' 5""",125 lbs.,"65""",Orthodox,"Oct 10, 2001"
http://ufcstats.com/fighter-details/0cd0456d6029cec2,Robert Valentin,"6' 2""",185 lbs.,"77""",Orthodox,"Mar 31, 1995"
http://ufcstats.com/fighter-details/873626e5547b5235,Kyle Prepolec,"5' 10""",155 lbs.,"70""",Southpaw,"Aug 30, 1989"
http://ufcstats.com/fighter-details/323d4ca260dfa0ba,Esteban Ribovics,"5' 10""",155 lbs.,"69""",Orthodox,"Apr 27, 1996"
http://ufcstats.com/fighter-details/23dec7c47cb418f8,Zach Reese,"6' 4""",185 lbs.,"77""",Switch,"Mar 24, 1994"
http://ufcstats.com/fighter-details/30cad5a751adcb48,Alibi Idiris,"5' 6""",125 lbs.,"68""",Orthodox,"Oct 22, 1994"
http://ufcstats.com/fighter-details/e375cb5caf4717b6,Piera Rodriguez,"5' 3""",115 lbs.,"63""",Orthodox,"Nov 11, 1992"
http://ufcstats.com/fighter-details/5b03b61f9d90125e,Morgan Charriere,"5' 8""",145 lbs.,"69""",Orthodox,"Oct 26, 1995"
http://ufcstats.com/fighter-details/8eb046f83e82bf26,Martin Buday,"6' 4""",265 lbs.,"77""",Orthodox,"Nov 11, 1991"
http://ufcstats.com/fighter-details/72db2a14ffa73ece,Mateusz Gamrot,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 11, 1990"
http://ufcstats.com/fighter-details/480779d7f9a424d3,Mairon Santos,"5' 7""",145 lbs.,"72""",Orthodox,"Jun 10, 2000"
http://ufcstats.com/fighter-details/253076a23d03dcd0,Allan Nascimento,"5' 8""",125 lbs.,"69""",Orthodox,"Sep 11, 1991"
http://ufcstats.com/fighter-details/0be6776db31d98ec,Mitch Raposo,"5' 5""",125 lbs.,"64""",Switch,"Oct 16, 1998"
http://ufcstats.com/fighter-details/399afbabc02376b5,Tom Aspinall,"6' 5""",255 lbs.,"78""",Orthodox,"Apr 11, 1993"
http://ufcstats.com/fighter-details/0d65c432720accb9,Michal Oleksiejczuk,"6' 0""",185 lbs.,"74""",Southpaw,"Feb 22, 1995"
http://ufcstats.com/fighter-details/4a07b1988477502c,Seokhyeon Ko,"5' 10""",170 lbs.,"71""",Southpaw,"Sep 24, 1993"
http://ufcstats.com/fighter-details/65adf3856c4d9256,Jafel Filho,"5' 7""",125 lbs.,"68""",Orthodox,"May 05, 1993"
http://ufcstats.com/fighter-details/8ebc3a8da015d70c,Cam Rowston,"6' 3""",185 lbs.,"78""",Orthodox,"Jan 19, 1995"
http://ufcstats.com/fighter-details/a09ed60aa67a3f67,Farid Basharat,"5' 8""",135 lbs.,"71""",Orthodox,"Aug 02, 1997"
http://ufcstats.com/fighter-details/7c7332319c14094c,Marlon Vera,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992"
http://ufcstats.com/fighter-details/a13d755965a4ec9f,Rongzhu,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 07, 2000"
http://ufcstats.com/fighter-details/8d3273573b85be09,Asu Almabayev,"5' 4""",125 lbs.,"65""",Orthodox,"Jan 25, 1994"
http://ufcstats.com/fighter-details/6d48a2df51749d91,Antonio Trocoli,"6' 5""",185 lbs.,"80""",Orthodox,"Dec 06, 1990"
http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7,Muhammad Naimov,"5' 9""",145 lbs.,"70""",Orthodox,"Aug 07, 1994"
http://ufcstats.com/fighter-details/a44020ea2e8cd026,JooSang Yoo,"5' 7""",145 lbs.,"71""",Orthodox,"Jan 21, 1994"
http://ufcstats.com/fighter-details/abcf2cc6efc42031,Iasmin Lucindo,"5' 3""",115 lbs.,"66""",Orthodox,"Jan 08, 2002"
http://ufcstats.com/fighter-details/a93f94c923c3a9cb,Christian Leroy Duncan,"6' 2""",185 lbs.,"79""",Switch,"Jul 24, 1995"
http://ufcstats.com/fighter-details/150ff4cc642270b9,Max Holloway,"5' 11""",155 lbs.,"69""",Orthodox,"Dec 04, 1991"
http://ufcstats.com/fighter-details/bc711b6dd95c1af6,Mario Bautista,"5' 9""",135 lbs.,"69""",Switch,"Jul 01, 1993"
http://ufcstats.com/fighter-details/41cc71cbf210e0fe,Hyder Amil,"5' 9""",145 lbs.,"70""",Switch,"May 28, 1990"
http://ufcstats.com/fighter-details/f0feeb2192937424,Angela Hill,"5' 3""",115 lbs.,"64""",Orthodox,"Jan 12, 1985"
http://ufcstats.com/fighter-details/85497ffd934ecf7e,Jacobe Smith,"5' 10""",170 lbs.,"72""",Southpaw,"Jan 17, 1996"
http://ufcstats.com/fighter-details/52ef95b5860fb28c,Jean Silva,"5' 7""",145 lbs.,"69""",Orthodox,"Dec 27, 1996"
http://ufcstats.com/fighter-details/9c393e836a852f30,Mauricio Ruffy,"5' 11""",155 lbs.,"75""",Orthodox,"Jun 17, 1996"
http://ufcstats.com/fighter-details/98aa60cf58071fd6,Kyoji Horiguchi,"5' 4""",125 lbs.,"63""",Orthodox,"Oct 12, 1990"
http://ufcstats.com/fighter-details/49edd0d90f60fb7d,Brendson Ribeiro,"6' 3""",205 lbs.,"81""",Orthodox,"Sep 08, 1996"
http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08,Jaqueline Amorim,"5' 3""",115 lbs.,"68""",Orthodox,"Jun 24, 1995"
http://ufcstats.com/fighter-details/396fe87b84ac2e1c,Lerone Murphy,"5' 9""",145 lbs.,"73""",Orthodox,"Jul 22, 1991"
http://ufcstats.com/fighter-details/2f181c0467965b98,Brendan Allen,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 28, 1995"
http://ufcstats.com/fighter-details/d2cd7a69cc55e7ed,Austin Hubbard,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 22, 1991"
http://ufcstats.com/fighter-details/07225ba28ae309b6,Charles Oliveira,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989"
http://ufcstats.com/fighter-details/c2299ec916bc7c56,Benoit Saint Denis,"5' 11""",155 lbs.,"73""",Southpaw,"Dec 18, 1995"
http://ufcstats.com/fighter-details/7026eca45f65377b,Jared Gordon,"5' 9""",155 lbs.,"68""",Orthodox,"Sep 06, 1988"
http://ufcstats.com/fighter-details/3f11fd1751fa83b1,Yizha,"5' 7""",145 lbs.,"71""",Orthodox,"Jan 08, 1997"
http://ufcstats.com/fighter-details/ed7d329d7c29428d,Colby Thicknesse,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 23, 1999"
http://ufcstats.com/fighter-details/4126a78111c0855a,Caio Borralho,"6' 1""",185 lbs.,"75""",Southpaw,"Jan 16, 1993"
http://ufcstats.com/fighter-details/4a6dff1b260bcf61,Aleksandre Topuria,"5' 7""",135 lbs.,"68""",Orthodox,"Jan 28, 1996"
http://ufcstats.com/fighter-details/b5c19c34f12c917e,Denzel Freeman,"6' 1""",265 lbs.,"77""",Southpaw,"Nov 10, 1991"
http://ufcstats.com/fighter-details/9384e71bca6c409d,Marco Tulio,"6' 0""",185 lbs.,"74""",Orthodox,"Jun 13, 1994"
http://ufcstats.com/fighter-details/fc08099550072fe4,Waldo Cortes Acosta,"6' 4""",260 lbs.,"78""",Orthodox,"Oct 03, 1991"
http://ufcstats.com/fighter-details/71171fc96445bf65,Vitor Petrino,"6' 2""",265 lbs.,"77""",Orthodox,"Aug 28, 1997"
http://ufcstats.com/fighter-details/cb696ebfb6598724,Aljamain Sterling,"5' 7""",145 lbs.,"71""",Orthodox,"Jul 31, 1989"
http://ufcstats.com/fighter-details/59c438c81fbf3ece,Tereza Bleda,"5' 9""",125 lbs.,"71""",Orthodox,"Nov 30, 2001"
http://ufcstats.com/fighter-details/0c6d9ea8306c029e,Brad Tavares,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987"
http://ufcstats.com/fighter-details/764d39074a352e33,Thomas Petersen,"6' 1""",264 lbs.,"74""",Southpaw,"Mar 30, 1995"
http://ufcstats.com/fighter-details/ca80d72da81d7224,Michelle Montague,"5' 9""",135 lbs.,"68""",Southpaw,"Nov 25, 1993"
http://ufcstats.com/fighter-details/e94085e821bd81de,Sam Hughes,"5' 5""",115 lbs.,"64""",Orthodox,"Jun 28, 1992"
http://ufcstats.com/fighter-details/2e19380f34871c6a,Dominick Reyes,"6' 4""",205 lbs.,"77""",Southpaw,"Dec 26, 1989"
http://ufcstats.com/fighter-details/4e6738062d469256,Sedriques Dumas,"6' 2""",185 lbs.,"79""",Orthodox,"Aug 06, 1995"
http://ufcstats.com/fighter-details/093e1f5bb73850be,Anthony Hernandez,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 18, 1993"
http://ufcstats.com/fighter-details/83455a9d17f57dae,Rafael Estevam,"5' 8""",125 lbs.,"69""",Orthodox,"Aug 10, 1996"
http://ufcstats.com/fighter-details/881bf86d4cba8578,Nassourdine Imavov,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 01, 1996"
http://ufcstats.com/fighter-details/a2d342ffc83913ed,Nathan Fletcher,"5' 7""",135 lbs.,"70""",Orthodox,"Jan 03, 1998"
http://ufcstats.com/fighter-details/9c27f3217891f3f0,Kris Moutinho,"5' 7""",135 lbs.,"68""",Southpaw,"Aug 09, 1992"
http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,Myktybek Orolbai,"5' 10""",170 lbs.,"74""",Orthodox,"Feb 10, 1998"
http://ufcstats.com/fighter-details/45f7cb591c3ab00b,Sean Brady,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992"
http://ufcstats.com/fighter-details/b7b84ccd221be298,Nasrat Haqparast,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995"
http://ufcstats.com/fighter-details/447f9858ae78f921,Muslim Salikhov,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984"
http://ufcstats.com/fighter-details/43a59ce3bb40449e,Mizuki,"5' 3""",115 lbs.,"65""",Orthodox,"Aug 19, 1994"
http://ufcstats.com/fighter-details/d6c0cdd7e467c440,Kyle Daukaus,"6' 2""",185 lbs.,"76""",Southpaw,"Feb 27, 1993"
http://ufcstats.com/fighter-details/70e1f8a821b72c8b,Jimmy Crute,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 04, 1996"
http://ufcstats.com/fighter-details/d3df1add9d9a7efb,Derrick Lewis,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985"
http://ufcstats.com/fighter-details/850266b3dc4e506e,Daniel Marcos,"5' 7""",135 lbs.,"69""",Orthodox,"Mar 07, 1993"
http://ufcstats.com/fighter-details/6ac9bc2953c47345,Gerald Meerschaert,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987"
http://ufcstats.com/fighter-details/6fc506e1099afe20,Luan Lacerda,"5' 7""",135 lbs.,"71""",Orthodox,"Jan 07, 1993"
http://ufcstats.com/fighter-details/6b56e94a59b7b134,Oban Elliott,"6' 0""",170 lbs.,"72""",Orthodox,"Dec 19, 1997"
http://ufcstats.com/fighter-details/cad24459b28592ca,Eryk Anders,"6' 1""",185 lbs.,"75""",Southpaw,"Apr 21, 1987"
http://ufcstats.com/fighter-details/64a50dad704d1d49,Edson Barboza,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986"
http://ufcstats.com/fighter-details/2c5f5749569eef66,Tainara Lisboa,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 02, 1991"
http://ufcstats.com/fighter-details/117a06469813e4ef,ChangHo Lee,"5' 8""",135 lbs.,"69""",Orthodox,"May 09, 1994"
http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,Mason Jones,"5' 10""",155 lbs.,"74""",Orthodox,"Apr 26, 1995"
http://ufcstats.com/fighter-details/c1085e1701b13eca,Joe Pyfer,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 17, 1996"
http://ufcstats.com/fighter-details/709fadb644ee3f51,Diyar Nurgozhay,"6' 2""",205 lbs.,"74""",Southpaw,"Apr 22, 1997"
http://ufcstats.com/fighter-details/87e4a3a5080ee7ce,Elisha Ellison,"6' 0""",238 lbs.,"78""",Orthodox,"Mar 05, 1997"
http://ufcstats.com/fighter-details/329e403448756217,Nathaniel Wood,"5' 6""",145 lbs.,"69""",Orthodox,"May 08, 1993"
http://ufcstats.com/fighter-details/1d2d98ddd05b38fb,Axel Sola,"6' 2""",170 lbs.,"74""",Southpaw,"Sep 17, 1997"
http://ufcstats.com/fighter-details/73a78713bd899f4c,Allen Frye Jr.,"6' 5""",265 lbs.,"80""",Orthodox,"Apr 15, 1998"
http://ufcstats.com/fighter-details/58bbef3770bb2dfc,Joel Alvarez,"6' 3""",155 lbs.,"77""",Orthodox,"Mar 02, 1993"
http://ufcstats.com/fighter-details/327d5f279895110d,Roman Dolidze,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 15, 1988"
http://ufcstats.com/fighter-details/9f5e3c20ce40b344,Klaudia Sygula,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 30, 1998"
http://ufcstats.com/fighter-details/9256f591b30c073e,Felipe Lima,"5' 6""",135 lbs.,"68""",Orthodox,"May 07, 1998"
http://ufcstats.com/fighter-details/36541f1e6c5d4955,Viviane Araujo,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 21, 1986"
http://ufcstats.com/fighter-details/d776b5814f2400b4,Ethyn Ewing,"5' 6""",145 lbs.,"69""",Orthodox,"Feb 16, 1998"
http://ufcstats.com/fighter-details/2f815ed5f8278ba6,Ateba Gautier,"6' 4""",185 lbs.,"81""",Switch,"Apr 10, 2002"
http://ufcstats.com/fighter-details/113df4fde64735c6,Davey Grant,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 18, 1985"
http://ufcstats.com/fighter-details/01c9e4013afce141,Michael Aswell Jr.,"5' 8""",145 lbs.,"69""",Orthodox,"Sep 27, 2000"
http://ufcstats.com/fighter-details/849c5d9979df5357,Mateusz Rebecki,"5' 7""",155 lbs.,"66""",Southpaw,"Oct 03, 1992"
http://ufcstats.com/fighter-details/0859524157a19045,Ty Miller,"6' 2""",170 lbs.,"77""",Orthodox,"Jun 04, 2000"
http://ufcstats.com/fighter-details/3920d0cc288f9b0d,Francisco Prado,"5' 10""",170 lbs.,"69""",Orthodox,"Jun 16, 2002"
http://ufcstats.com/fighter-details/0f3a990526c5e706,Sean Sharaf,"6' 3""",252 lbs.,"77""",Orthodox,"Jul 11, 1993"
http://ufcstats.com/fighter-details/e2be0c1a9b886d92,MarQuel Mederos,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 30, 1996"
http://ufcstats.com/fighter-details/e99eb0ef25885de5,Mitch Ramirez,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 03, 1992"
http://ufcstats.com/fighter-details/f14cf73e51b29254,Sergei Pavlovich,"6' 3""",257 lbs.,"84""",Southpaw,"May 13, 1992"
http://ufcstats.com/fighter-details/b07aed698fba8624,Ikram Aliskerov,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 07, 1992"
http://ufcstats.com/fighter-details/da7f113b5ea39c43,Mohammed Usman,"6' 2""",239 lbs.,"79""",Orthodox,"Apr 01, 1989"
http://ufcstats.com/fighter-details/32c3ee378671a5d9,Austin Vanderford,"5' 11""",170 lbs.,"74""",Orthodox,"Mar 21, 1990"
http://ufcstats.com/fighter-details/b671bdf981ad527d,HyunSung Park,"5' 7""",125 lbs.,"66""",Orthodox,"Nov 04, 1995"
http://ufcstats.com/fighter-details/1b35af4d1529adf6,Stephanie Luciano,"5' 6""",115 lbs.,"65""",Orthodox,"Dec 16, 1999"
http://ufcstats.com/fighter-details/7cec3c4a5e7b6d68,Daniel Frunza,"6' 1""",170 lbs.,"73""",Orthodox,"Apr 13, 1994"
http://ufcstats.com/fighter-details/8667caa0451d245b,Kennedy Nzechukwu,"6' 5""",236 lbs.,"83""",Southpaw,"Jun 13, 1992"
http://ufcstats.com/fighter-details/787bb1f087ccff8a,Ciryl Gane,"6' 4""",247 lbs.,"81""",Orthodox,"Apr 12, 1990"
http://ufcstats.com/fighter-details/511e82663651438d,Michael Johnson,"5' 10""",155 lbs.,"73""",Southpaw,"Jun 04, 1986"
http://ufcstats.com/fighter-details/a845f0735bc67405,Jake Matthews,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994"
http://ufcstats.com/fighter-details/4461d7e47375a895,Tatsuro Taira,"5' 7""",125 lbs.,"70""",Orthodox,"Jan 27, 2000"
http://ufcstats.com/fighter-details/d964a59c48381cb6,Danny Silva,"5' 11""",145 lbs.,"70""",Switch,"Jan 30, 1997"
http://ufcstats.com/fighter-details/d9c6f19f958643e9,Bryce Mitchell,"5' 10""",135 lbs.,"70""",Southpaw,"Oct 04, 1994"
http://ufcstats.com/fighter-details/57186c150c645200,Jeka Saragih,"5' 8""",145 lbs.,"69""",Orthodox,"Jan 01, 1995"
http://ufcstats.com/fighter-details/262a7d06203657e6,Alexander Hernandez,"5' 9""",155 lbs.,"72""",Orthodox,"Oct 01, 1992"
http://ufcstats.com/fighter-details/3143bf892608139a,Yana Santos,"5' 6""",135 lbs.,"68""",Orthodox,"Nov 11, 1989"
